question,answer,gt_context,gt_file,distractor_context,distractor_answer,distractor_file
"소아에서 위 내용물 감압 시행 시 혈역학적 변화가 발생할 수 있는지, 본 연구 결과는 어떠했나요?","##Reason: 문서의 ##begin_quote## There were also no significant differences in the hemodynamic data assessed at various times ... ##end_quote## 라는 결과에 따라, 위 내용물 감압이 혈압이나 심박수 등 혈역학적 변화에 유의한 영향을 주지 않았음을 알 수 있습니다.
<ANSWER>: 본 연구에서는 소아에서 위 내용물 감압 시행 시 혈압과 심박수 등 혈역학적 변화가 유의하게 발생하지 않았습니다.","['There were also no significant differences in the hemodynamic data assessed at various times (Table 3. Hemodynamic Changes over Time ...).', 'Values are presented as mean 土 SD (95% confidence interval). Group C, without gastric decompression as a control; Group D, with gastric decompression. PACU: postanesthetic care unit.']",APM-15-066.md,"['We also observed a decrease in HR and SBP from the baseline in the dexmedetomidine group due to the cardio-depressant effect, but slightly increased HR and SBP from the baseline in the ketamine group due to sympathetic stimulant properties of ketamine.', 'However, hemodynamic changes were clinically insignificant; hence, none of the patients required corrective interventions.']","##Reason: 문서에서 ##begin_quote## We also observed a decrease in HR and SBP from the baseline in the dexmedetomidine group due to the cardio-depressant effect, but slightly increased HR and SBP from the baseline in the ketamine group due to sympathetic stimulant properties of ketamine ##end_quote## 및 ##begin_quote## hemodynamic changes were clinically insignificant; hence, none of the patients required corrective interventions ##end_quote## 라고 하여 두 약물의 혈역학적 변화와 임상적 의미를 설명합니다.
<ANSWER>: 덱스메데토미딘은 심박수와 수축기 혈압이 감소하고, 케타민은 약간 증가하였으나, 두 군 모두 임상적으로 의미 있는 부작용이나 중재가 필요한 상황은 없었습니다.",apm-21081.md
수술 후 구토 예방을 위해 소아에서 무차별적으로 항구토제를 사용하는 것보다 위험 인자 기반 표적 예방이 권장되는 이유는 무엇인가요?,"##Reason: 문서에 따르면 ##begin_quote## indiscriminate prophylaxis by antiemetic agents is unnecessary and identifying the risk factors for POV in pediatric patients and applying targeted prophylactic therapy has benefits [14]. ##end_quote## 라고 되어 있습니다. 위험 인자 기반 접근이 불필요한 약물 사용을 줄이고 효과적인 예방을 가능하게 합니다.
<ANSWER>: 소아에서 수술 후 구토 예방 시, 위험 인자 기반 표적 예방은 불필요한 항구토제 사용을 줄이고, 효과적이고 안전한 예방 전략을 제공하므로 권장됩니다.","['no drug can completely prevent POV [13]. Thus, indiscriminate prophylaxis by antiemetic agents is unnecessary and identifying the risk factors for POV in pediatric patients and applying targeted prophylactic therapy has benefits [14].', 'prophylactic therapy targeted to the identified risk factors of POV in pediatric patients is important [14].']",APM-15-066.md,"['In contrast to our study, some previous studies have shown that GD did not decrease POV [20] but increased the risk of POV [21]. However, these previous studies were conducted on adult populations, not on pediatric patients.', 'Still, there are only two studies on the effect of GD on POV after pediatric surgery and they concluded that GD did not decrease the incidence of POV [22,23]. However, those studies assessed POV after tonsillectomy, not strabismus surgery. Moreover, both studies used opioids, which is one of the highest risk factors for POV during anesthesia.', 'These discrepancies would reveal the difference in outcomes following the use of GD as antiemetic prophylaxis.']","##Reason: 문서의 ##begin_quote## those studies assessed POV after tonsillectomy, not strabismus surgery. Moreover, both studies used opioids, which is one of the highest risk factors for POV during anesthesia. ##end_quote## 라는 설명에 따라, 수술 종류나 마취 중 사용 약제에 따라 효과가 달라질 수 있음을 알 수 있습니다.
<ANSWER>: 소아에서 편도절제술 등 다른 수술이나, 마취 중 오피오이드 사용 등 고위험 인자가 동반된 경우에는 위 내용물 감압이 수술 후 구토 예방에 효과적이지 않을 수 있습니다.",APM-15-066.md
소아에서 마취 중 위 팽창이 구토를 유발하는 생리적 기전은 무엇인가요?,"##Reason: 문서의 ##begin_quote## Distention of the stomach increases activation of mechanosensitive vagal afferents ... transmit painful stimuli to the NTS. ... gastric inflation during mask ventilation activates mechanoreceptors, sending afferent signals via the vagus nerve, which may result in vomiting [18,19]. ##end_quote## 라는 설명에 따라, 위 팽창이 미주신경을 통한 구토 반사를 유발함을 알 수 있습니다.
<ANSWER>: 소아에서 마취 중 위 팽창은 위의 기계수용체를 자극하여 미주신경을 통해 NTS로 신호를 전달하고, 이로 인해 구토 반사가 유발됩니다.","['Vagal neurocircuitry plays an important role in the provocation of nausea and vomiting.', 'Nucleus tractus solitarius (NTS) is the recipient of direct or indirect sensory input from the abdominal and thoracic vagus nerves, pharynx, trigeminal nerve, spinal tract, and cerebellum [18].', 'Distention of the stomach increases activation of mechanosensitive vagal afferents and the distention-evoked vagal afferents encode noxious information and transmit painful stimuli to the NTS.', 'Thus, gastric inflation during mask ventilation activates mechanoreceptors, sending afferent signals via the vagus nerve, which may result in vomiting [18,19].']",APM-15-066.md,"['Emergence agitation (EA) induced by sevoflurane is a major concern to pediatric anesthesiologists.', 'EA is characterized by inconsolable crying, kicking, disorientation, and cognitive impairment, and can lead to significant problems such as the removal of drains or catheters, falling from the bed, and self-inflicted harm to the surgical wound.']","##Reason: 문서의 ##begin_quote## EA is characterized by inconsolable crying, kicking, disorientation, and cognitive impairment, and can lead to significant problems such as the removal of drains or catheters, falling from the bed, and self-inflicted harm to the surgical wound. ##end_quote## 라는 설명에 따르면, 세보플루란 진정 시 발생하는 EA는 환아의 극심한 불안, 방향감각 상실, 인지장애뿐만 아니라, 배액관이나 카테터 제거, 침대에서 낙상, 수술 상처 자해와 같은 심각한 임상적 문제를 유발할 수 있습니다.
<ANSWER>: 세보플루란 진정 시 발생하는 EA는 배액관·카테터 제거, 낙상, 수술 상처 자해 등 심각한 임상적 문제를 초래할 수 있습니다.",APM-14-434.md
소아에서 위 내용물 감압 시 흡인 압력을 20 mmHg 미만으로 유지해야 하는 이유는 무엇인가요?,"##Reason: 문서의 ##begin_quote## the application of suction below 20 mmHg to avoid gastric erosion [11]. ##end_quote## 라는 근거에 따라, 높은 압력 사용 시 위 점막 손상이 발생할 수 있음을 알 수 있습니다.
<ANSWER>: 소아에서 위 내용물 감압 시 흡인 압력을 20 mmHg 미만으로 유지해야 위 점막의 미란이나 손상을 예방할 수 있습니다.",['The nasogastric tube was connected to the wall-vacuum to regulate the suction pressure and GD was done carefully and intermittently with gentle pressing on the abdomen and the application of suction below 20 mmHg to avoid gastric erosion [11].'],APM-15-066.md,"['Although controversial [5], gastric decompression (GD) has been shown to reduce POV after surgery [6]. Reducing gastric volume can decrease POV of gastrointestinal origin [7].', 'In the current study, GD reduced the incidence of POV during emergence (3.3 vs. 30.0% in control) in pediatric patients undergoing strabismus surgery.', 'An early review also suggested that gastric suction may be a valuable method of reducing vomiting by gastrointestinal origin [7].']","##Reason: 문서의 ##begin_quote## gastric decompression (GD) has been shown to reduce POV after surgery [6]. Reducing gastric volume can decrease POV of gastrointestinal origin [7]. ... GD reduced the incidence of POV during emergence (3.3 vs. 30.0% in control) in pediatric patients undergoing strabismus surgery. ##end_quote## 라는 근거에 따르면, 위 내용물 감압은 위 팽창으로 인한 구토 반사를 줄여 수술 후 구토 예방에 효과적입니다.
<ANSWER>: 소아에서 위 내용물 감압은 위 팽창을 줄여 위장성 구토를 예방함으로써 수술 후 구토 발생률을 낮출 수 있습니다.",APM-15-066.md
소아에서 위 내용물 감압이 수술 후 구토 예방에 효과적이지 않을 수 있는 상황은 어떤 경우인가요?,"##Reason: 문서의 ##begin_quote## those studies assessed POV after tonsillectomy, not strabismus surgery. Moreover, both studies used opioids, which is one of the highest risk factors for POV during anesthesia. ##end_quote## 라는 설명에 따라, 수술 종류나 마취 중 사용 약제에 따라 효과가 달라질 수 있음을 알 수 있습니다.
<ANSWER>: 소아에서 편도절제술 등 다른 수술이나, 마취 중 오피오이드 사용 등 고위험 인자가 동반된 경우에는 위 내용물 감압이 수술 후 구토 예방에 효과적이지 않을 수 있습니다.","['In contrast to our study, some previous studies have shown that GD did not decrease POV [20] but increased the risk of POV [21]. However, these previous studies were conducted on adult populations, not on pediatric patients.', 'Still, there are only two studies on the effect of GD on POV after pediatric surgery and they concluded that GD did not decrease the incidence of POV [22,23]. However, those studies assessed POV after tonsillectomy, not strabismus surgery. Moreover, both studies used opioids, which is one of the highest risk factors for POV during anesthesia.', 'These discrepancies would reveal the difference in outcomes following the use of GD as antiemetic prophylaxis.']",APM-15-066.md,"['A study investigating the risk of POV in pediatric patients suggested four independent risk factors: duration of surgery ≥ 30 min, age ≥ 3 years, strabismus surgery, and history of POV (or familial history of postoperative nausea and vomiting) [4].', 'According to the Eberhart classification scoring system, the incidence of POV was 9, 10, 30, 55, and 70% for risk factors scored as 0, 1, 2, 3, and 4, respectively [4].']","##Reason: 문서의 ##begin_quote## four independent risk factors: duration of surgery ≥ 30 min, age ≥ 3 years, strabismus surgery, and history of POV (or familial history of postoperative nausea and vomiting) [4]. ##end_quote## 라는 설명에 따라, 이 네 가지가 주요 위험 인자임을 알 수 있습니다.
<ANSWER>: 소아 사시 수술 환자에서 수술 후 구토 위험 평가는 수술 시간 30분 이상, 3세 이상, 사시 수술 여부, 그리고 과거 구토 또는 가족력의 네 가지 주요 인자를 기준으로 합니다.",APM-15-066.md
Hemifacial microsomia 환자에서 기도 평가 시 어떤 신체적 소견과 영상의학적 검사가 중요한가요?,"##Reason: 문서에서는 ##begin_quote## detailed physical examination should be conducted ##end_quote##, 그리고 ##begin_quote## Pre-operative evaluation should be performed with imaging tests such as computed tomography (CT), for patients who are expected to have difficult airways ##end_quote##라고 하였습니다. 또한, 구강 개구 범위, Mallampati 점수, thyromental distance, retrognathia, 그리고 영상에서 nasopharyngeal airway의 협착 여부가 중요하게 언급되었습니다.
<ANSWER>: Hemifacial microsomia 환자에서 기도 평가 시 구강 개구 범위, Mallampati 점수, thyromental distance, retrognathia 등 신체적 소견과 함께 CT 또는 구강 파노라마 등 영상의학적 검사를 통한 상기도 협착 여부 평가가 중요합니다.","['Patients with an anticipated difficult airway for intubation should be interviewed before surgery for any previous history of airway difficulty and a detailed physical examination should be conducted.', 'Pre-operative evaluation should be performed with imaging tests such as computed tomography (CT), for patients who are expected to have difficult airways.', 'His mouth opening was about 2.5-finger-breadth and neck extension was normal, during the preoperative physical examination. However, he had severe retrognathia and a class III Mallampati score. The thyromental distance was less than 6 cm. Moreover, an oral panoramic view X-ray showed narrowing of the nasopharyngeal airway, due to severe retrognathia.']",APM-15-073.md,"[""It is important to thoroughly assess any patient feature suggesting a difficult airway [4]. We focused primarily on observing the patient's appearance and the passive movement of the neck due to the poor mouth opening and the inability to respond to commands during the pre-anesthetic evaluation."", 'In addition, indicators, such as upper incisor length, thyromental distance, length of the neck, and neck circumference of the patient would have been helpful for the airway evaluation [4].']","##Reason: 문서에서 ##begin_quote## We focused primarily on observing the patient's appearance and the passive movement of the neck due to the poor mouth opening and the inability to respond to commands during the pre-anesthetic evaluation. In addition, indicators, such as upper incisor length, thyromental distance, length of the neck, and neck circumference of the patient would have been helpful for the airway evaluation ##end_quote## 라고 하였으므로, 입벌림의 정도, 목의 수동적 움직임, 상악 절치 길이, 갑상턱간 거리, 목의 길이와 둘레 등을 중점적으로 관찰해야 합니다.
<ANSWER>: Joubert 증후군 환자에서 마취 전 기도 평가가 어려울 때는 환자의 외형, 입벌림의 정도, 목의 수동적 움직임, 상악 절치 길이, 갑상턱간 거리, 목의 길이와 둘레 등을 중점적으로 관찰해야 합니다.",apm-20091.md
Fiberoptic bronchoscope를 이용한 awake intubation이 어려운 기도에서 권장되는 이유는 무엇인가요?,"##Reason: 문서에 따르면 ##begin_quote## Awake intubation using FOB should be considered, because it is a common method for difficult airway management, and was successful in 88-100% of patients with difficult airways ##end_quote##라고 하여, 성공률이 높고 안전하게 기도를 확보할 수 있기 때문임을 알 수 있습니다.
<ANSWER>: Fiberoptic bronchoscope를 이용한 awake intubation은 어려운 기도에서 높은 성공률(88-100%)을 보여 안전하게 기도를 확보할 수 있기 때문에 권장됩니다.","['Awake intubation using FOB should be considered, because it is a common method for difficult airway management, and was successful in 88-100% of patients with difficult airways, according to earlier studies [10].']",APM-15-073.md,"['Moreover, TIVA and OptiflowTM can simplify the awake FOB intubation procedure.', ""OptiflowTM ensured that the patient's oxygenation was maintained above 97%, even though he ventilated spontaneously and was sedated deeply."", 'OptiflowTM can supply 50-70 L of oxygen per minute and humidified warm air prevents damage to the nasal mucosa due to high flow.', 'The patient was not conscious nor anxious, as BIS was maintained within the range of 40-50.']","##Reason: 문서에서는 ##begin_quote## TIVA and OptiflowTM can simplify the awake FOB intubation procedure ##end_quote##, ##begin_quote## OptiflowTM ensured that the patient's oxygenation was maintained above 97%, even though he ventilated spontaneously and was sedated deeply ##end_quote##, 그리고 BIS를 40-50으로 유지하여 환자가 불안하거나 의식이 없도록 하였음을 알 수 있습니다.
<ANSWER>: OptiflowTM과 TIVA를 병행하면 깊은 진정 상태에서도 자발 호흡과 높은 산소포화도를 유지할 수 있어, awake fiberoptic intubation을 보다 안전하고 효과적으로 시행할 수 있습니다.",APM-15-073.md
Fiberoptic nasal intubation 시 ETT를 bronchoscope에 미리 장착하는 방식의 단점은 무엇인가요?,"##Reason: 문서에서는 ##begin_quote## the ETT must be preloaded onto the bronchoscope, while performing fiberoptic nasal intubation, which can cause several problems ##end_quote##라고 하며, ETT 크기 제한, 저항감, 적절한 크기 선택의 어려움, 성문 통과의 어려움, 반복 시 출혈 및 부종, 시야 확보 곤란 등이 언급되었습니다.
<ANSWER>: Fiberoptic nasal intubation 시 ETT를 bronchoscope에 미리 장착하면 ETT 크기 제한, 삽입 저항, 적절한 크기 선택의 어려움, 성문 통과의 어려움, 반복 시 출혈 및 부종, 시야 확보 곤란 등의 단점이 있습니다.","['However, the ETT must be preloaded onto the bronchoscope, while performing fiberoptic nasal intubation, which can cause several problems.', 'There is a limit to the size of the ETT, which can be used because the ETT must be pre-loaded onto the FOB.', 'Moreover, resistance may be felt, while advancing the ETT, despite sufficient lubrication; difficulty in deciding the appropriate size of the ETT, due to unexpected turbinate hypertrophy or deviated nasal septum; and difficulty in passing the ETT through the vocal cords over the bronchoscope, because of interference by the glottis structures [11,12].', 'This can result in nasal mucosal bleeding, edema, and traumatic laryngeal injury, which can make visualization through the FOB and subsequent attempts with ETTs of other sizes more challenging [12].']",APM-15-073.md,"['Similarly, a very large ETT may cause serious complications including airway damage, such as ulceration, local ischemia, scar formation, post-intubation croup, and, in severe cases, subglottic stenosis [6,7].']","##Reason: 문서의 ##begin_quote## a very large ETT may cause serious complications including airway damage, such as ulceration, local ischemia, scar formation, post-intubation croup, and, in severe cases, subglottic stenosis ##end_quote## 라는 설명에 근거하여, 너무 큰 기관내관은 기도 손상, 궤양, 국소 허혈, 반흔 형성, 삽관 후 크루프, 심한 경우 아형성 협착 등을 유발할 수 있습니다.
<ANSWER>: 소아에서 너무 큰 기관내관을 사용할 경우 기도 손상, 궤양, 국소 허혈, 반흔 형성, 삽관 후 크루프, 심한 경우 아형성 협착이 발생할 수 있습니다.",apm-22215.md
Guidewire를 이용한 fiberoptic nasotracheal intubation의 장점은 무엇인가요?,"##Reason: 문서에서는 ##begin_quote## wire-guided fiberoptic nasotracheal intubation may possibly overcome the above-mentioned drawbacks, by allowing more time to safely secure the difficult airway ##end_quote##, 그리고 ##begin_quote## A guidewire may be useful, in case of difficultly in advancing the ETT or if a smaller tube is required, while performing intubation with FOB in patients with difficult airways ##end_quote##라고 하여, 안전하게 기도를 확보할 수 있고, ETT 교체가 용이하다는 장점이 있습니다.
<ANSWER>: Guidewire를 이용한 fiberoptic nasotracheal intubation은 어려운 기도에서 안전하게 기도를 확보할 수 있고, ETT 삽입이 어렵거나 더 작은 튜브로 교체가 필요할 때 유용합니다.","['However, wire-guided fiberoptic nasotracheal intubation may possibly overcome the above-mentioned drawbacks, by allowing more time to safely secure the difficult airway.', 'A guidewire may be useful, in case of difficultly in advancing the ETT or if a smaller tube is required, while performing intubation with FOB in patients with difficult airways.']",APM-15-073.md,"['However, the ETT must be preloaded onto the bronchoscope, while performing fiberoptic nasal intubation, which can cause several problems.', 'There is a limit to the size of the ETT, which can be used because the ETT must be pre-loaded onto the FOB.', 'Moreover, resistance may be felt, while advancing the ETT, despite sufficient lubrication; difficulty in deciding the appropriate size of the ETT, due to unexpected turbinate hypertrophy or deviated nasal septum; and difficulty in passing the ETT through the vocal cords over the bronchoscope, because of interference by the glottis structures [11,12].', 'This can result in nasal mucosal bleeding, edema, and traumatic laryngeal injury, which can make visualization through the FOB and subsequent attempts with ETTs of other sizes more challenging [12].']","##Reason: 문서에서는 ##begin_quote## the ETT must be preloaded onto the bronchoscope, while performing fiberoptic nasal intubation, which can cause several problems ##end_quote##라고 하며, ETT 크기 제한, 저항감, 적절한 크기 선택의 어려움, 성문 통과의 어려움, 반복 시 출혈 및 부종, 시야 확보 곤란 등이 언급되었습니다.
<ANSWER>: Fiberoptic nasal intubation 시 ETT를 bronchoscope에 미리 장착하면 ETT 크기 제한, 삽입 저항, 적절한 크기 선택의 어려움, 성문 통과의 어려움, 반복 시 출혈 및 부종, 시야 확보 곤란 등의 단점이 있습니다.",APM-15-073.md
상기도가 좁은 환자에서 적절한 ETT 크기를 선택하는 데 고려해야 할 점은 무엇인가요?,"##Reason: 문서에서는 ##begin_quote## It is necessary to prepare an endotracheal tube suitable for the patient's airway ##end_quote##, 그리고 신체 조건(키 등)과 실제 삽입 가능 여부를 고려해 크기를 선택하고, 삽입이 어려우면 더 작은 튜브로 교체할 수 있도록 준비해야 함을 알 수 있습니다.
<ANSWER>: 상기도가 좁은 환자에서는 신체 조건과 실제 삽입 가능성을 고려해 적절한 ETT 크기를 선택하고, 필요시 더 작은 튜브로 교체할 수 있도록 준비해야 합니다.","[""It is necessary to prepare an endotracheal tube suitable for the patient's airway."", 'We decided to try 6.5-mm tube first, considering the height of the patient. If the 6.5-mm tube could not be advanced, we attempted to replace it with a smaller tube (through the guidewire).']",APM-15-073.md,['Insertion failure was marked if the airway could not be secured in three attempts and the patient was intubated via direct laryngoscopy with an appropriate size endotracheal tube.'],"##Reason: 문서에 따르면 ##begin_quote## Insertion failure was marked if the airway could not be secured in three attempts and the patient was intubated via direct laryngoscopy with an appropriate size endotracheal tube ##end_quote## 라고 명확히 기술되어 있습니다.
<ANSWER>: 소아에서 SGA 삽입이 3회 시도 후에도 실패하면 삽입 실패로 간주하며, 이후 적절한 크기의 기관내관으로 직접 후두경을 이용해 기관삽관을 시행합니다.",apm-22209.md
OptiflowTM과 TIVA를 병행하여 awake fiberoptic intubation을 시행할 때의 이점은 무엇인가요?,"##Reason: 문서에서는 ##begin_quote## TIVA and OptiflowTM can simplify the awake FOB intubation procedure ##end_quote##, ##begin_quote## OptiflowTM ensured that the patient's oxygenation was maintained above 97%, even though he ventilated spontaneously and was sedated deeply ##end_quote##, 그리고 BIS를 40-50으로 유지하여 환자가 불안하거나 의식이 없도록 하였음을 알 수 있습니다.
<ANSWER>: OptiflowTM과 TIVA를 병행하면 깊은 진정 상태에서도 자발 호흡과 높은 산소포화도를 유지할 수 있어, awake fiberoptic intubation을 보다 안전하고 효과적으로 시행할 수 있습니다.","['Moreover, TIVA and OptiflowTM can simplify the awake FOB intubation procedure.', ""OptiflowTM ensured that the patient's oxygenation was maintained above 97%, even though he ventilated spontaneously and was sedated deeply."", 'OptiflowTM can supply 50-70 L of oxygen per minute and humidified warm air prevents damage to the nasal mucosa due to high flow.', 'The patient was not conscious nor anxious, as BIS was maintained within the range of 40-50.']",APM-15-073.md,"['Awake intubation using FOB should be considered, because it is a common method for difficult airway management, and was successful in 88-100% of patients with difficult airways, according to earlier studies [10].']","##Reason: 문서에 따르면 ##begin_quote## Awake intubation using FOB should be considered, because it is a common method for difficult airway management, and was successful in 88-100% of patients with difficult airways ##end_quote##라고 하여, 성공률이 높고 안전하게 기도를 확보할 수 있기 때문임을 알 수 있습니다.
<ANSWER>: Fiberoptic bronchoscope를 이용한 awake intubation은 어려운 기도에서 높은 성공률(88-100%)을 보여 안전하게 기도를 확보할 수 있기 때문에 권장됩니다.",APM-15-073.md
Guidewire를 이용한 fiberoptic intubation 시 guidewire의 위치 확인 방법에는 어떤 것이 있나요?,"##Reason: 문서에서는 ##begin_quote## we could visualize the entrance of the guidewire into the carina ##end_quote##, 그리고 ##begin_quote## used the Glidescope Ⓡ to confirm that the guidewire was still within the oral cavity and had passed through the vocal cord, and into the trachea ##end_quote##라고 하여, fiberoptic bronchoscope와 비디오 후두경(Glidescope) 모두를 이용해 guidewire 위치를 확인할 수 있음을 알 수 있습니다.
<ANSWER>: Guidewire를 이용한 fiberoptic intubation 시 guidewire의 위치는 fiberoptic bronchoscope로 기관 내 진입을 직접 확인하거나, 비디오 후두경(Glidescope)으로 성문 통과 여부를 확인하여 검증할 수 있습니다.","['We inserted the 145-cm-long, straight-tipped Angio Guidewire (Lunderquist-ring, Cook Critical Care) into the working channel of the FOB, till we could visualize the entrance of the guidewire into the carina.', 'We also used the Glidescope Ⓡ to confirm that the guidewire was still within the oral cavity and had passed through the vocal cord, and into the trachea.']",APM-15-073.md,"['A guidewire may be useful, in case of difficultly in advancing the ETT or if a smaller tube is required, while performing intubation with FOB in patients with difficult airways.', 'Naithani and Jain [12] reported a case where the guidewire was used as the rescue technique, after the first attempt at bronchoscopic nasotracheal intubation failed.']","##Reason: 문서에서는 ##begin_quote## A guidewire may be useful, in case of difficultly in advancing the ETT or if a smaller tube is required, while performing intubation with FOB in patients with difficult airways ##end_quote##라고 하여, ETT 삽입이 어렵거나 더 작은 튜브로 교체가 필요한 경우에 guidewire 사용이 임상적으로 유용함을 알 수 있습니다.
<ANSWER>: Fiberoptic intubation 중 ETT 삽입이 어렵거나, 더 작은 튜브로 교체가 필요한 경우 guidewire를 사용하여 기도 확보를 시도할 수 있습니다.",APM-15-073.md
상용 airway-exchange set이 없는 경우 대체로 사용할 수 있는 guidewire의 조건은 무엇인가요?,"##Reason: 문서에서는 ##begin_quote## other types of guidewire can be used as an alternative, as demonstrated by our case ##end_quote##, 그리고 재질(PTFE 코팅 스테인리스), 직경(0.038 inch), 길이 등이 적절해야 함을 언급하였습니다.
<ANSWER>: 상용 airway-exchange set이 없는 경우, PTFE 코팅 스테인리스 재질, 직경 약 0.038 inch, 충분한 길이로 fiberoptic bronchoscope의 워킹 채널을 통과할 수 있는 guidewire를 대체로 사용할 수 있습니다.","['Moreover, if a commercially available airway-exchange set is not available, other types of guidewire can be used as an alternative, as demonstrated by our case.', 'Although this guidewire is not generally used for airway exchange, it is made from polytetrafluoroethylene-coated stainless steel, the same as the Amplatz guidewire (which is a J-tip guidewire), included in Arndt� Airway Exchange catheter set (Cook Critical Care). Its diameter is also similar to that of the Amplatz guidewire (0.038 inch). Therefore, it could easily pass through the working channel of the FOB in this case. Moreover, the length of the guidewire was adequate for nasotracheal intubation and the 6.5-mm ID nasal ETT was successfully passed along the guidewire in the first attempt.']",APM-15-073.md,"['However, wire-guided fiberoptic nasotracheal intubation may possibly overcome the above-mentioned drawbacks, by allowing more time to safely secure the difficult airway.', 'A guidewire may be useful, in case of difficultly in advancing the ETT or if a smaller tube is required, while performing intubation with FOB in patients with difficult airways.']","##Reason: 문서에서는 ##begin_quote## wire-guided fiberoptic nasotracheal intubation may possibly overcome the above-mentioned drawbacks, by allowing more time to safely secure the difficult airway ##end_quote##, 그리고 ##begin_quote## A guidewire may be useful, in case of difficultly in advancing the ETT or if a smaller tube is required, while performing intubation with FOB in patients with difficult airways ##end_quote##라고 하여, 안전하게 기도를 확보할 수 있고, ETT 교체가 용이하다는 장점이 있습니다.
<ANSWER>: Guidewire를 이용한 fiberoptic nasotracheal intubation은 어려운 기도에서 안전하게 기도를 확보할 수 있고, ETT 삽입이 어렵거나 더 작은 튜브로 교체가 필요할 때 유용합니다.",APM-15-073.md
Fiberoptic intubation 중 ETT 삽입이 어려울 때 guidewire를 사용하는 임상적 상황은 어떤 경우인가요?,"##Reason: 문서에서는 ##begin_quote## A guidewire may be useful, in case of difficultly in advancing the ETT or if a smaller tube is required, while performing intubation with FOB in patients with difficult airways ##end_quote##라고 하여, ETT 삽입이 어렵거나 더 작은 튜브로 교체가 필요한 경우에 guidewire 사용이 임상적으로 유용함을 알 수 있습니다.
<ANSWER>: Fiberoptic intubation 중 ETT 삽입이 어렵거나, 더 작은 튜브로 교체가 필요한 경우 guidewire를 사용하여 기도 확보를 시도할 수 있습니다.","['A guidewire may be useful, in case of difficultly in advancing the ETT or if a smaller tube is required, while performing intubation with FOB in patients with difficult airways.', 'Naithani and Jain [12] reported a case where the guidewire was used as the rescue technique, after the first attempt at bronchoscopic nasotracheal intubation failed.']",APM-15-073.md,"['Awake intubation using FOB should be considered, because it is a common method for difficult airway management, and was successful in 88-100% of patients with difficult airways, according to earlier studies [10].']","##Reason: 문서에 따르면 ##begin_quote## Awake intubation using FOB should be considered, because it is a common method for difficult airway management, and was successful in 88-100% of patients with difficult airways ##end_quote##라고 하여, 성공률이 높고 안전하게 기도를 확보할 수 있기 때문임을 알 수 있습니다.
<ANSWER>: Fiberoptic bronchoscope를 이용한 awake intubation은 어려운 기도에서 높은 성공률(88-100%)을 보여 안전하게 기도를 확보할 수 있기 때문에 권장됩니다.",APM-15-073.md
Hemifacial microsomia 환자에서 수술 전 기도 평가가 미흡할 경우 발생할 수 있는 위험은 무엇인가요?,"##Reason: 문서에서는 ##begin_quote## Our team was at fault for proceeding with the surgery without accurate airway evaluation ##end_quote##, 그리고 hemifacial microsomia 환자에서 상기도 협착 및 기관삽관의 어려움이 예상됨을 언급하였습니다.
<ANSWER>: Hemifacial microsomia 환자에서 수술 전 기도 평가가 미흡할 경우, 상기도 협착이나 기관삽관의 어려움을 예측하지 못해 기도 확보 실패 및 심각한 합병증 위험이 증가할 수 있습니다.","['However, CT was not available to confirm the airway preoperatively in this case. Our team was at fault for proceeding with the surgery without accurate airway evaluation.', 'In our case, narrowing of the upper airway and difficulties with tracheal intubation were expected owing to severe retrognathia in the patient with hemifacial microsomia.']",APM-15-073.md,"['Patients with an anticipated difficult airway for intubation should be interviewed before surgery for any previous history of airway difficulty and a detailed physical examination should be conducted.', 'Pre-operative evaluation should be performed with imaging tests such as computed tomography (CT), for patients who are expected to have difficult airways.', 'His mouth opening was about 2.5-finger-breadth and neck extension was normal, during the preoperative physical examination. However, he had severe retrognathia and a class III Mallampati score. The thyromental distance was less than 6 cm. Moreover, an oral panoramic view X-ray showed narrowing of the nasopharyngeal airway, due to severe retrognathia.']","##Reason: 문서에서는 ##begin_quote## detailed physical examination should be conducted ##end_quote##, 그리고 ##begin_quote## Pre-operative evaluation should be performed with imaging tests such as computed tomography (CT), for patients who are expected to have difficult airways ##end_quote##라고 하였습니다. 또한, 구강 개구 범위, Mallampati 점수, thyromental distance, retrognathia, 그리고 영상에서 nasopharyngeal airway의 협착 여부가 중요하게 언급되었습니다.
<ANSWER>: Hemifacial microsomia 환자에서 기도 평가 시 구강 개구 범위, Mallampati 점수, thyromental distance, retrognathia 등 신체적 소견과 함께 CT 또는 구강 파노라마 등 영상의학적 검사를 통한 상기도 협착 여부 평가가 중요합니다.",APM-15-073.md
